sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
Q346401001;2;4.24;77.10;18.40;0.00;0.26;0.00;21;3.17;0.74;0.06;0.28;47.92;0.00;8.24;20.94;17.99;0.41;0.00;0.00;0.00;0.26;0.00;0.00;211;0.00;3.17;0.37;0.05;0.00;0.31;0.03;0.02;0.00;0.00;0.28;47.92;0.00;0.00;0.00;0.00;0.00;8.24;0.00;15.96;4.99;0.00;12.86;1.40;3.73;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;2;2.14;78.43;19.36;0.00;0.07;0.00;21;1.31;0.53;0.03;0.28;37.58;0.00;8.23;32.62;19.15;0.21;0.00;0.00;0.00;0.07;0.00;0.00;211;0.00;1.31;0.27;0.00;0.00;0.26;0.03;0.00;0.00;0.00;0.28;37.58;0.00;0.00;0.00;0.00;0.00;8.23;0.00;28.68;3.94;0.00;13.08;1.89;4.18;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00
Q550101001;3;6.23;35.31;58.22;0.01;0.23;0.00;31;4.74;1.03;0.15;0.30;12.19;0.05;13.49;9.58;27.57;15.25;15.41;0.01;0.00;0.23;0.00;0.00;311;0.16;4.58;0.97;0.06;0.00;0.00;0.15;0.00;0.00;0.05;0.25;12.19;0.00;0.00;0.05;0.00;0.00;13.49;0.00;7.84;1.74;0.00;22.59;2.75;2.23;12.55;1.86;0.00;0.83;0.07;8.89;6.26;0.00;0.18;0.01;0.00;0.00;0.00;0.00;0.00;0.23;0.00;0.00;0.00;0.00;3;4.94;36.60;58.32;0.01;0.13;0.00;31;3.72;0.76;0.15;0.31;8.83;0.01;13.28;14.47;26.95;15.86;15.51;0.01;0.00;0.13;0.00;0.00;311;0.16;3.55;0.74;0.02;0.00;0.00;0.12;0.00;0.04;0.04;0.27;8.83;0.00;0.00;0.01;0.00;0.00;13.28;0.00;13.46;1.01;0.00;22.32;2.48;2.14;12.66;1.69;0.00;1.51;0.10;9.03;6.19;0.00;0.19;0.01;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00
Q732252002;3;1.11;23.40;75.26;0.00;0.00;0.23;31;1.11;0.00;0.00;0.00;1.54;0.00;12.29;9.58;42.69;29.76;2.81;0.00;0.00;0.00;0.00;0.23;311;0.10;1.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.54;0.00;0.00;0.00;0.00;0.00;12.29;0.00;7.20;2.37;0.00;38.19;0.86;3.64;27.90;1.43;0.00;0.43;0.00;1.19;1.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.23;3;0.91;23.77;75.32;0.00;0.00;0.00;31;0.91;0.00;0.00;0.00;1.48;0.00;14.01;8.29;41.95;30.28;3.09;0.00;0.00;0.00;0.00;0.00;311;0.10;0.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.48;0.00;0.00;0.00;0.00;0.00;14.01;0.00;7.20;1.09;0.00;37.89;0.39;3.67;27.14;2.20;0.00;0.94;0.00;1.17;1.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q803251001;3;0.56;45.09;54.35;0.00;0.00;0.00;31;0.56;0.00;0.00;0.00;1.26;0.00;17.66;26.16;28.83;25.20;0.33;0.00;0.00;0.00;0.00;0.00;311;0.00;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.26;0.00;0.00;0.00;0.00;0.00;17.66;0.00;24.55;1.61;0.00;28.42;0.41;0.00;21.94;1.55;0.00;1.71;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.53;43.19;56.28;0.00;0.00;0.00;32;0.53;0.00;0.00;0.00;0.00;0.00;18.72;24.47;27.75;28.20;0.33;0.00;0.00;0.00;0.00;0.00;311;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;0.00;23.92;0.55;0.00;27.29;0.46;0.00;23.01;2.00;0.00;3.19;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Q916461001;3;0.46;10.51;79.81;0.00;0.00;9.22;31;0.46;0.00;0.00;0.00;0.00;0.00;9.10;1.42;42.04;36.99;0.78;0.00;0.00;0.00;0.00;9.22;311;0.00;0.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.10;0.00;0.31;1.11;0.00;42.04;0.00;0.00;35.46;1.33;0.00;0.20;0.00;0.01;0.77;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.22;3;0.25;9.22;90.53;0.00;0.00;0.00;31;0.25;0.00;0.00;0.00;0.00;0.00;7.38;1.84;47.68;41.85;1.00;0.00;0.00;0.00;0.00;0.00;311;0.00;0.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.38;0.00;1.16;0.67;0.00;47.68;0.00;0.00;40.49;0.78;0.00;0.58;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
R103001001;2;3.03;56.35;40.62;0.00;0.00;0.00;31;2.66;0.00;0.19;0.18;2.00;0.00;27.32;27.04;40.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.66;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;0.18;2.00;0.00;0.00;0.00;0.00;0.00;27.32;0.00;25.30;1.73;0.00;31.11;4.01;5.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.84;57.07;41.10;0.00;0.00;0.00;31;1.65;0.00;0.00;0.18;16.54;0.00;21.38;19.15;41.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.18;16.54;0.00;0.00;0.00;0.00;0.00;21.38;0.00;17.20;1.95;0.00;31.61;4.09;5.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
R202001001;2;3.58;68.09;28.13;0.01;0.19;0.00;21;2.82;0.50;0.21;0.06;29.81;0.08;16.60;21.59;27.69;0.44;0.00;0.01;0.00;0.19;0.00;0.00;211;0.00;2.82;0.34;0.16;0.00;0.00;0.21;0.00;0.00;0.00;0.06;29.81;0.00;0.00;0.02;0.06;0.00;16.60;0.00;18.42;3.17;0.00;23.63;1.01;3.05;0.00;0.02;0.00;0.42;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.19;0.00;0.00;0.00;0.00;2;2.45;69.09;28.32;0.01;0.12;0.00;21;2.10;0.23;0.10;0.03;35.91;0.02;14.52;18.64;28.26;0.06;0.00;0.01;0.00;0.12;0.00;0.00;211;0.00;2.10;0.23;0.00;0.00;0.00;0.08;0.00;0.02;0.00;0.03;35.91;0.00;0.00;0.00;0.02;0.00;14.52;0.00;15.78;2.86;0.00;25.39;1.45;1.41;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00
R222001001;2;3.37;71.29;25.17;0.02;0.15;0.00;21;2.72;0.42;0.18;0.05;37.43;0.46;13.86;19.54;24.69;0.48;0.00;0.02;0.00;0.15;0.00;0.00;211;0.00;2.72;0.27;0.15;0.00;0.00;0.18;0.00;0.00;0.00;0.05;37.43;0.00;0.00;0.41;0.05;0.00;13.86;0.00;16.63;2.92;0.00;21.35;0.84;2.50;0.00;0.03;0.00;0.45;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;2;2.38;72.08;25.43;0.02;0.10;0.00;21;2.08;0.18;0.09;0.03;40.71;0.52;13.28;17.56;25.38;0.05;0.00;0.02;0.00;0.10;0.00;0.00;211;0.00;2.08;0.18;0.00;0.00;0.00;0.07;0.00;0.02;0.00;0.03;40.71;0.00;0.00;0.51;0.02;0.00;13.28;0.00;15.01;2.56;0.00;22.94;1.25;1.19;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.00;0.00;0.00
S222461001;3;0.30;24.87;74.36;0.47;0.00;0.00;31;0.29;0.00;0.00;0.00;24.19;0.00;0.00;0.68;38.02;36.34;0.00;0.47;0.00;0.00;0.00;0.00;324;0.00;0.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.67;0.01;0.00;0.23;31.61;6.18;0.00;0.00;0.00;36.34;0.00;0.00;0.00;0.00;0.00;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.29;25.23;73.95;0.53;0.00;0.00;31;0.29;0.00;0.00;0.00;24.57;0.00;0.00;0.66;59.84;14.11;0.00;0.53;0.00;0.00;0.00;0.00;312;0.00;0.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.66;0.00;0.00;0.16;54.36;5.32;0.00;0.00;0.00;14.11;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
S224251001;3;1.65;15.86;82.40;0.03;0.06;0.00;32;1.29;0.32;0.04;0.00;12.84;0.00;0.02;3.00;35.42;46.98;0.00;0.03;0.00;0.06;0.00;0.00;324;0.00;1.29;0.26;0.06;0.00;0.00;0.04;0.00;0.00;0.00;0.00;12.84;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.84;2.16;0.00;1.81;29.93;3.68;0.00;5.27;0.00;41.71;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;3;1.07;14.59;84.20;0.08;0.06;0.00;31;1.02;0.03;0.02;0.00;12.66;0.00;0.13;1.80;64.40;19.80;0.00;0.08;0.00;0.06;0.00;0.00;312;0.00;1.02;0.02;0.02;0.00;0.00;0.02;0.00;0.00;0.00;0.00;12.66;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.55;1.24;0.00;1.47;60.20;2.73;4.72;0.28;0.00;14.80;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00
U010401001;3;4.80;46.19;49.00;0.00;0.00;0.00;31;4.14;0.00;0.00;0.67;11.69;0.00;14.73;19.78;48.22;0.79;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;4.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.67;11.69;0.00;0.00;0.00;0.00;0.00;14.73;0.00;15.28;4.50;0.00;20.27;12.62;15.32;0.00;0.00;0.00;0.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;3.55;47.11;49.35;0.00;0.00;0.00;31;2.88;0.00;0.00;0.67;18.73;0.00;13.82;14.55;48.65;0.70;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.67;18.73;0.00;0.00;0.00;0.00;0.00;13.82;0.00;12.12;2.43;0.00;29.82;13.25;5.59;0.00;0.00;0.00;0.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U012401001;2;3.92;52.35;43.64;0.00;0.08;0.00;31;3.78;0.00;0.00;0.14;20.26;0.00;19.16;12.93;42.88;0.76;0.00;0.00;0.00;0.08;0.00;0.00;311;0.00;3.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;20.26;0.00;0.00;0.00;0.00;0.00;19.16;0.00;9.32;3.61;0.00;27.14;6.70;9.03;0.00;0.00;0.00;0.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;2;2.90;53.26;43.84;0.00;0.00;0.00;31;2.76;0.00;0.00;0.14;25.79;0.20;14.94;12.34;43.21;0.63;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;25.79;0.00;0.00;0.00;0.20;0.00;14.94;0.00;9.03;3.32;0.00;30.63;7.34;5.24;0.00;0.00;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U041501001;3;0.56;36.46;61.20;0.00;1.78;0.00;31;0.56;0.00;0.00;0.00;1.75;0.00;13.17;21.53;59.85;1.35;0.00;0.00;0.00;1.78;0.00;0.00;311;0.00;0.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.75;0.00;0.00;0.00;0.00;0.00;13.17;0.00;10.87;10.66;0.00;25.16;18.77;15.92;0.00;0.81;0.00;0.55;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.78;0.00;0.00;0.00;0.00;3;0.54;36.17;61.38;0.00;1.91;0.00;31;0.54;0.00;0.00;0.00;1.73;0.00;13.04;21.40;59.44;1.94;0.00;0.00;0.00;1.91;0.00;0.00;311;0.00;0.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.73;0.00;0.00;0.00;0.00;0.00;13.04;0.00;10.90;10.50;0.00;24.46;18.50;16.48;0.00;1.05;0.00;0.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.91;0.00;0.00;0.00;0.00
U044431001;3;3.35;46.63;49.88;0.00;0.14;0.00;31;2.67;0.52;0.15;0.00;5.06;0.77;19.98;20.81;49.29;0.59;0.00;0.00;0.00;0.14;0.00;0.00;311;0.00;2.67;0.41;0.11;0.00;0.00;0.15;0.00;0.00;0.00;0.00;5.06;0.00;0.00;0.00;0.77;0.00;19.98;0.00;18.08;2.73;0.00;31.44;6.23;11.61;0.00;0.14;0.00;0.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;3;2.87;46.80;50.33;0.00;0.00;0.00;31;2.18;0.38;0.32;0.00;9.08;0.82;16.34;20.56;50.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.18;0.38;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00;9.08;0.00;0.00;0.00;0.82;0.00;16.34;0.00;17.52;3.03;0.00;33.06;6.99;9.95;0.00;0.13;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U047401001;3;4.85;43.58;50.68;0.00;0.89;0.00;31;3.75;0.97;0.10;0.03;5.72;0.70;20.66;16.50;49.07;1.62;0.00;0.00;0.00;0.89;0.00;0.00;311;0.03;3.72;0.32;0.22;0.00;0.42;0.06;0.04;0.00;0.00;0.03;5.72;0.00;0.00;0.00;0.70;0.00;20.66;0.00;12.67;3.83;0.00;34.90;7.17;7.00;0.00;0.13;0.00;1.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.89;0.00;0.00;0.00;0.00;3;3.80;44.73;50.91;0.00;0.56;0.00;31;2.71;0.70;0.36;0.03;7.12;0.87;16.26;20.48;49.19;1.72;0.00;0.00;0.00;0.56;0.00;0.00;311;0.03;2.68;0.28;0.00;0.00;0.42;0.36;0.00;0.00;0.00;0.03;7.12;0.00;0.00;0.00;0.87;0.00;16.26;0.00;16.70;3.78;0.00;35.13;7.42;6.64;0.00;0.15;0.00;1.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.56;0.00;0.00;0.00;0.00
U052501001;2;2.63;52.21;45.16;0.00;0.00;0.00;31;2.34;0.02;0.27;0.00;2.94;0.00;16.55;32.73;43.08;2.08;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.34;0.00;0.00;0.00;0.02;0.27;0.00;0.00;0.00;0.00;2.94;0.00;0.00;0.00;0.00;0.00;16.55;0.00;17.37;15.35;0.00;40.38;0.77;1.92;0.67;0.46;0.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.98;52.90;45.12;0.00;0.00;0.00;31;1.80;0.00;0.18;0.00;2.79;0.00;16.30;33.80;41.28;3.85;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;1.80;0.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.00;2.79;0.00;0.00;0.00;0.00;0.00;16.30;0.00;17.77;16.04;0.00;39.03;0.51;1.74;0.67;0.46;0.00;2.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U061001001;2;3.90;52.45;43.32;0.02;0.31;0.00;31;3.32;0.45;0.05;0.08;14.34;0.29;26.70;11.11;42.17;1.15;0.00;0.02;0.00;0.31;0.00;0.00;311;0.03;3.29;0.27;0.06;0.00;0.13;0.03;0.02;0.00;0.00;0.08;14.34;0.00;0.00;0.00;0.29;0.00;26.70;0.00;7.38;3.73;0.00;34.14;4.20;3.83;0.08;0.08;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.31;0.00;0.00;0.00;0.00;2;3.09;53.33;43.36;0.02;0.20;0.00;31;2.54;0.36;0.12;0.06;17.20;0.39;22.69;13.06;41.34;2.02;0.00;0.02;0.00;0.20;0.00;0.00;311;0.03;2.52;0.24;0.00;0.00;0.12;0.11;0.00;0.01;0.00;0.06;17.20;0.00;0.00;0.01;0.38;0.00;22.69;0.00;9.50;3.57;0.00;33.85;4.28;3.21;0.08;0.09;0.00;1.85;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.01;0.19;0.00;0.00;0.00;0.00
U063501001;2;2.02;63.19;34.79;0.00;0.00;0.00;21;2.02;0.00;0.00;0.00;42.37;0.00;16.82;4.01;34.53;0.26;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.37;0.00;0.00;0.00;0.00;0.00;16.82;0.00;2.11;1.89;0.00;33.65;0.42;0.45;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.08;62.42;35.51;0.00;0.00;0.00;21;2.08;0.00;0.00;0.00;42.23;0.00;17.36;2.83;32.33;3.17;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;2.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;42.23;0.00;0.00;0.00;0.00;0.00;17.36;0.00;1.54;1.29;0.00;31.33;0.56;0.44;0.00;0.00;0.00;3.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U072401001;2;3.01;60.66;36.32;0.00;0.00;0.00;31;2.51;0.36;0.03;0.10;29.98;0.23;26.83;3.63;35.79;0.54;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.51;0.21;0.15;0.00;0.00;0.03;0.00;0.00;0.00;0.10;29.98;0.00;0.00;0.23;0.00;0.00;26.83;0.00;2.12;1.51;0.00;32.03;1.82;1.94;0.00;0.10;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;2.71;61.21;36.08;0.00;0.00;0.00;31;2.22;0.34;0.04;0.10;29.50;0.22;27.93;3.56;35.26;0.82;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.22;0.20;0.14;0.00;0.00;0.04;0.00;0.00;0.00;0.10;29.50;0.00;0.00;0.22;0.00;0.00;27.93;0.00;2.11;1.44;0.00;31.53;1.76;1.97;0.00;0.07;0.00;0.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U081501001;2;2.45;55.54;42.01;0.00;0.00;0.00;31;2.29;0.00;0.16;0.00;35.17;0.11;10.90;9.36;39.49;2.52;0.00;0.00;0.00;0.00;0.00;0.00;311;0.00;2.29;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;35.17;0.00;0.00;0.00;0.11;0.00;10.90;0.00;8.19;1.18;0.00;35.45;2.13;1.90;0.00;1.30;0.00;1.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.93;56.15;41.92;0.00;0.00;0.00;31;1.82;0.00;0.12;0.00;35.47;0.11;12.17;8.39;39.02;2.90;0.00;0.00;0.00;0.00;0.00;0.00;211;0.00;1.82;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;35.47;0.00;0.00;0.00;0.11;0.00;12.17;0.00;7.10;1.29;0.00;35.42;1.75;1.86;0.00;1.31;0.00;1.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
U092401001;2;2.56;72.80;24.31;0.00;0.33;0.00;21;2.31;0.13;0.06;0.06;42.81;0.00;26.64;3.36;24.24;0.08;0.00;0.00;0.00;0.33;0.00;0.00;211;0.00;2.31;0.13;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.06;42.81;0.00;0.00;0.00;0.00;0.00;26.64;0.00;1.10;2.26;0.00;20.47;0.93;2.84;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00;2;1.83;73.42;24.42;0.00;0.33;0.00;21;1.70;0.06;0.07;0.00;41.90;0.00;28.50;3.02;24.34;0.07;0.00;0.00;0.00;0.33;0.00;0.00;211;0.00;1.70;0.06;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;41.90;0.00;0.00;0.00;0.00;0.00;28.50;0.00;0.76;2.26;0.00;20.62;0.93;2.79;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00
