sta_code_h3;clc_2018_lvl1_dom_class;clc_2018_lvl1_1;clc_2018_lvl1_2;clc_2018_lvl1_3;clc_2018_lvl1_4;clc_2018_lvl1_5;clc_2018_lvl1_na;clc_2018_lvl2_dom_class;clc_2018_lvl2_11;clc_2018_lvl2_12;clc_2018_lvl2_13;clc_2018_lvl2_14;clc_2018_lvl2_21;clc_2018_lvl2_22;clc_2018_lvl2_23;clc_2018_lvl2_24;clc_2018_lvl2_31;clc_2018_lvl2_32;clc_2018_lvl2_33;clc_2018_lvl2_41;clc_2018_lvl2_42;clc_2018_lvl2_51;clc_2018_lvl2_52;clc_2018_lvl2_na;clc_2018_lvl3_dom_class;clc_2018_lvl3_111;clc_2018_lvl3_112;clc_2018_lvl3_121;clc_2018_lvl3_122;clc_2018_lvl3_123;clc_2018_lvl3_124;clc_2018_lvl3_131;clc_2018_lvl3_132;clc_2018_lvl3_133;clc_2018_lvl3_141;clc_2018_lvl3_142;clc_2018_lvl3_211;clc_2018_lvl3_212;clc_2018_lvl3_213;clc_2018_lvl3_221;clc_2018_lvl3_222;clc_2018_lvl3_223;clc_2018_lvl3_231;clc_2018_lvl3_241;clc_2018_lvl3_242;clc_2018_lvl3_243;clc_2018_lvl3_244;clc_2018_lvl3_311;clc_2018_lvl3_312;clc_2018_lvl3_313;clc_2018_lvl3_321;clc_2018_lvl3_322;clc_2018_lvl3_323;clc_2018_lvl3_324;clc_2018_lvl3_331;clc_2018_lvl3_332;clc_2018_lvl3_333;clc_2018_lvl3_334;clc_2018_lvl3_335;clc_2018_lvl3_411;clc_2018_lvl3_412;clc_2018_lvl3_421;clc_2018_lvl3_422;clc_2018_lvl3_423;clc_2018_lvl3_511;clc_2018_lvl3_512;clc_2018_lvl3_521;clc_2018_lvl3_522;clc_2018_lvl3_523;clc_2018_lvl3_na;clc_1990_lvl1_dom_class;clc_1990_lvl1_1;clc_1990_lvl1_2;clc_1990_lvl1_3;clc_1990_lvl1_4;clc_1990_lvl1_5;clc_1990_lvl1_na;clc_1990_lvl2_dom_class;clc_1990_lvl2_11;clc_1990_lvl2_12;clc_1990_lvl2_13;clc_1990_lvl2_14;clc_1990_lvl2_21;clc_1990_lvl2_22;clc_1990_lvl2_23;clc_1990_lvl2_24;clc_1990_lvl2_31;clc_1990_lvl2_32;clc_1990_lvl2_33;clc_1990_lvl2_41;clc_1990_lvl2_42;clc_1990_lvl2_51;clc_1990_lvl2_52;clc_1990_lvl2_na;clc_1990_lvl3_dom_class;clc_1990_lvl3_111;clc_1990_lvl3_112;clc_1990_lvl3_121;clc_1990_lvl3_122;clc_1990_lvl3_123;clc_1990_lvl3_124;clc_1990_lvl3_131;clc_1990_lvl3_132;clc_1990_lvl3_133;clc_1990_lvl3_141;clc_1990_lvl3_142;clc_1990_lvl3_211;clc_1990_lvl3_212;clc_1990_lvl3_213;clc_1990_lvl3_221;clc_1990_lvl3_222;clc_1990_lvl3_223;clc_1990_lvl3_231;clc_1990_lvl3_241;clc_1990_lvl3_242;clc_1990_lvl3_243;clc_1990_lvl3_244;clc_1990_lvl3_311;clc_1990_lvl3_312;clc_1990_lvl3_313;clc_1990_lvl3_321;clc_1990_lvl3_322;clc_1990_lvl3_323;clc_1990_lvl3_324;clc_1990_lvl3_331;clc_1990_lvl3_332;clc_1990_lvl3_333;clc_1990_lvl3_334;clc_1990_lvl3_335;clc_1990_lvl3_411;clc_1990_lvl3_412;clc_1990_lvl3_421;clc_1990_lvl3_422;clc_1990_lvl3_423;clc_1990_lvl3_511;clc_1990_lvl3_512;clc_1990_lvl3_521;clc_1990_lvl3_522;clc_1990_lvl3_523;clc_1990_lvl3_na
K751401001;2;1.59;81.51;16.23;0.00;0.66;0.00;21;1.33;0.00;0.00;0.26;66.27;0.00;11.22;4.02;16.23;0.00;0.00;0.00;0.00;0.66;0.00;0.00;211;0.00;1.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;66.27;0.00;0.00;0.00;0.00;0.00;11.22;0.00;2.74;1.29;0.00;5.91;8.35;1.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.66;0.00;0.00;0.00;0.00;2;1.67;82.19;15.48;0.00;0.66;0.00;21;1.40;0.00;0.00;0.26;66.74;0.00;12.35;3.10;14.50;0.99;0.00;0.00;0.00;0.66;0.00;0.00;211;0.00;1.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;66.74;0.00;0.00;0.00;0.00;0.00;12.35;0.00;1.81;1.29;0.00;5.88;8.32;0.29;0.00;0.00;0.00;0.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.66;0.00;0.00;0.00;0.00
L001061001;3;1.50;37.04;61.45;0.00;0.00;0.00;31;1.50;0.00;0.00;0.00;1.64;0.00;24.81;10.60;36.18;25.27;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;1.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.64;0.00;0.00;0.00;0.00;0.00;24.81;0.00;8.90;1.70;0.00;3.39;32.13;0.66;0.00;20.29;0.00;4.98;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1.12;33.94;64.94;0.00;0.00;0.00;31;1.12;0.00;0.00;0.00;9.97;0.00;11.97;12.00;43.23;21.71;0.00;0.00;0.00;0.00;0.00;0.00;312;0.00;1.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.97;0.00;0.00;0.00;0.00;0.00;11.97;0.00;10.41;1.59;0.00;2.56;39.00;1.67;0.54;21.12;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L009302002;2;1.41;54.21;44.38;0.00;0.00;0.00;31;1.41;0.00;0.00;0.00;1.49;0.00;41.10;11.62;42.01;2.37;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.49;0.00;0.00;0.00;0.00;0.00;41.10;0.00;9.30;2.32;0.00;21.34;9.33;11.34;0.00;0.19;0.00;2.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.38;54.29;44.34;0.00;0.00;0.00;31;1.38;0.00;0.00;0.00;9.37;0.00;35.62;9.30;43.70;0.63;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.37;0.00;0.00;0.00;0.00;0.00;35.62;0.00;6.49;2.81;0.00;20.82;11.40;11.48;0.00;0.19;0.00;0.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L031401001;2;0.86;50.45;48.69;0.00;0.00;0.00;31;0.86;0.00;0.00;0.00;2.00;0.00;35.14;13.31;46.06;2.63;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;35.14;0.00;8.35;4.96;0.00;20.33;17.12;8.61;0.00;0.00;0.00;2.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0.63;50.27;49.09;0.00;0.00;0.00;31;0.63;0.00;0.00;0.00;4.21;0.00;32.98;13.08;48.52;0.57;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.21;0.00;0.00;0.00;0.00;0.00;32.98;0.00;9.22;3.85;0.00;19.70;21.31;7.52;0.00;0.00;0.00;0.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L081301001;2;3.46;66.35;29.90;0.00;0.29;0.00;23;3.21;0.17;0.08;0.00;4.71;0.12;42.55;18.97;28.69;1.21;0.00;0.00;0.00;0.29;0.00;0.00;231;0.00;3.21;0.17;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;4.71;0.00;0.00;0.00;0.12;0.00;42.55;0.00;12.34;6.63;0.00;20.17;5.09;3.43;0.00;0.25;0.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.29;0.00;0.00;0.00;0.00;2;1.35;69.10;29.30;0.00;0.26;0.00;23;1.29;0.06;0.00;0.00;8.38;0.19;42.77;17.76;28.16;1.14;0.00;0.00;0.00;0.26;0.00;0.00;231;0.00;1.29;0.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.38;0.00;0.00;0.00;0.19;0.00;42.77;0.00;11.98;5.78;0.00;19.23;5.53;3.40;0.00;0.18;0.00;0.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.26;0.00;0.00;0.00;0.00
L091402001;2;0.88;72.16;26.78;0.00;0.17;0.00;23;0.88;0.00;0.00;0.00;1.48;0.00;35.59;35.09;25.86;0.93;0.00;0.00;0.00;0.17;0.00;0.00;231;0.00;0.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.48;0.00;0.00;0.00;0.00;0.00;35.59;0.00;29.88;5.21;0.00;24.60;0.94;0.32;0.00;0.00;0.00;0.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00;2;0.53;72.67;26.62;0.00;0.17;0.00;23;0.53;0.00;0.00;0.00;21.13;0.00;27.50;24.05;26.62;0.00;0.00;0.00;0.00;0.17;0.00;0.00;231;0.00;0.53;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.13;0.00;0.00;0.00;0.00;0.00;27.50;0.00;19.62;4.43;0.00;24.48;1.54;0.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00
L225301001;2;1.68;85.86;12.37;0.00;0.09;0.00;21;1.43;0.03;0.00;0.22;47.89;0.00;25.88;12.08;12.37;0.00;0.00;0.00;0.00;0.09;0.00;0.00;211;0.00;1.43;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.22;47.89;0.00;0.00;0.00;0.00;0.00;25.88;0.00;10.50;1.58;0.00;12.18;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;2;1.13;86.34;12.44;0.00;0.09;0.00;21;1.01;0.03;0.00;0.09;47.21;0.00;27.20;11.93;12.36;0.08;0.00;0.00;0.00;0.09;0.00;0.00;211;0.00;1.01;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;0.09;47.21;0.00;0.00;0.00;0.00;0.00;27.20;0.00;10.47;1.45;0.00;12.07;0.09;0.20;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00
L231301001;2;1.67;87.36;10.74;0.00;0.23;0.00;21;1.39;0.00;0.28;0.00;54.44;0.00;13.80;19.12;10.60;0.14;0.00;0.00;0.00;0.23;0.00;0.00;211;0.00;1.39;0.00;0.00;0.00;0.00;0.22;0.06;0.00;0.00;0.00;54.44;0.00;0.00;0.00;0.00;0.00;13.80;0.00;14.57;4.55;0.00;9.64;0.29;0.67;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.23;0.00;0.00;0.00;0.00;2;1.03;88.45;10.36;0.00;0.17;0.00;21;1.03;0.00;0.00;0.00;53.65;0.00;19.42;15.38;10.33;0.02;0.00;0.00;0.00;0.17;0.00;0.00;211;0.00;1.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;53.65;0.00;0.00;0.00;0.00;0.00;19.42;0.00;11.11;4.27;0.00;9.65;0.15;0.53;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.00;0.00;0.00;0.00
L232161001;2;2.28;86.08;11.55;0.00;0.08;0.00;21;2.00;0.13;0.10;0.05;59.73;0.00;13.28;13.08;11.41;0.14;0.00;0.00;0.00;0.08;0.00;0.00;211;0.00;2.00;0.08;0.06;0.00;0.00;0.07;0.03;0.00;0.00;0.05;59.73;0.00;0.00;0.00;0.00;0.00;13.28;0.00;9.55;3.53;0.00;10.57;0.23;0.62;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;2;1.68;86.72;11.51;0.00;0.08;0.00;21;1.62;0.01;0.01;0.04;58.81;0.01;15.38;12.52;11.43;0.08;0.00;0.00;0.00;0.08;0.00;0.00;211;0.00;1.62;0.00;0.01;0.00;0.00;0.01;0.00;0.00;0.00;0.04;58.81;0.00;0.00;0.00;0.01;0.00;15.38;0.00;9.45;3.07;0.00;10.63;0.20;0.60;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00
L401071001;3;0.51;43.93;55.29;0.27;0.00;0.00;31;0.38;0.00;0.13;0.00;1.06;0.00;30.93;11.94;49.90;5.39;0.00;0.27;0.00;0.00;0.00;0.00;231;0.00;0.38;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;1.06;0.00;0.00;0.00;0.00;0.00;30.93;0.00;6.79;5.15;0.00;15.46;19.76;14.68;0.16;1.97;0.00;3.26;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0.48;40.77;58.48;0.27;0.00;0.00;31;0.35;0.00;0.13;0.00;6.53;0.00;21.86;12.38;51.36;7.11;0.00;0.27;0.00;0.00;0.00;0.00;312;0.00;0.35;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;6.53;0.00;0.00;0.00;0.00;0.00;21.86;0.00;7.50;4.88;0.00;15.66;24.54;11.16;0.16;5.42;0.00;1.54;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L403301001;2;0.47;53.57;45.49;0.33;0.14;0.00;31;0.47;0.00;0.00;0.00;0.00;0.00;39.21;14.36;42.27;3.22;0.00;0.33;0.00;0.14;0.00;0.00;231;0.00;0.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;39.21;0.00;8.31;6.05;0.00;21.19;8.81;12.27;0.00;1.17;0.00;2.05;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00;2;0.44;53.26;45.83;0.33;0.14;0.00;31;0.44;0.00;0.01;0.00;0.00;0.00;37.22;16.04;44.02;1.81;0.00;0.33;0.00;0.14;0.00;0.00;231;0.00;0.44;0.00;0.00;0.00;0.00;0.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.22;0.00;10.11;5.93;0.00;21.20;15.56;7.26;0.00;1.38;0.00;0.43;0.00;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.00;0.00
L440000101;2;1.36;84.63;13.97;0.00;0.05;0.00;23;0.97;0.13;0.16;0.10;7.50;0.00;50.46;26.67;13.88;0.08;0.00;0.00;0.00;0.05;0.00;0.00;231;0.00;0.97;0.09;0.04;0.00;0.00;0.16;0.00;0.00;0.00;0.10;7.50;0.00;0.00;0.00;0.00;0.00;50.46;0.00;18.89;7.78;0.00;11.71;1.19;0.98;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;2;0.91;84.91;14.13;0.00;0.04;0.00;23;0.79;0.06;0.06;0.00;6.31;0.00;48.58;30.02;14.08;0.05;0.00;0.00;0.00;0.04;0.00;0.00;231;0.00;0.79;0.06;0.00;0.00;0.00;0.06;0.00;0.00;0.00;0.00;6.31;0.00;0.00;0.00;0.00;0.00;48.58;0.00;22.38;7.65;0.00;11.87;1.27;0.94;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00
L441171001;2;1.58;84.70;13.69;0.00;0.03;0.00;23;1.29;0.09;0.11;0.10;6.31;0.00;48.41;29.97;13.53;0.15;0.00;0.00;0.00;0.03;0.00;0.00;231;0.00;1.29;0.06;0.03;0.00;0.00;0.11;0.00;0.00;0.00;0.10;6.31;0.00;0.00;0.00;0.00;0.00;48.41;0.00;22.68;7.29;0.00;11.72;1.02;0.79;0.00;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00;2;1.23;84.96;13.78;0.00;0.03;0.00;23;1.15;0.04;0.04;0.00;5.45;0.00;47.25;32.26;13.64;0.13;0.00;0.00;0.00;0.03;0.00;0.00;231;0.00;1.15;0.04;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;5.45;0.00;0.00;0.00;0.00;0.00;47.25;0.00;25.16;7.10;0.00;11.79;1.09;0.77;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;0.00;0.00;0.00
L465301001;2;1.34;86.05;12.14;0.00;0.48;0.00;23;1.06;0.00;0.28;0.00;22.85;0.00;47.19;16.01;11.73;0.41;0.00;0.00;0.00;0.48;0.00;0.00;231;0.00;1.06;0.00;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.00;22.85;0.00;0.00;0.00;0.00;0.00;47.19;0.00;12.73;3.28;0.00;11.30;0.35;0.07;0.00;0.00;0.00;0.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.48;0.00;0.00;0.00;0.00;2;1.05;86.34;12.14;0.00;0.48;0.00;23;0.97;0.00;0.07;0.00;20.90;0.00;48.08;17.36;11.85;0.28;0.00;0.00;0.00;0.48;0.00;0.00;231;0.00;0.97;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;20.90;0.00;0.00;0.00;0.00;0.00;48.08;0.00;13.91;3.45;0.00;11.41;0.37;0.07;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.48;0.00;0.00;0.00;0.00
L503401001;2;1.39;63.76;34.85;0.00;0.00;0.00;23;1.39;0.00;0.00;0.00;1.09;0.00;44.61;18.05;34.55;0.30;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.39;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.09;0.00;0.00;0.00;0.00;0.00;44.61;0.00;12.38;5.68;0.00;23.95;4.41;6.20;0.00;0.00;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.41;62.80;35.80;0.00;0.00;0.00;23;1.41;0.00;0.00;0.00;4.98;0.00;42.83;14.99;35.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.98;0.00;0.00;0.00;0.00;0.00;42.83;0.00;10.25;4.73;0.00;26.01;4.66;5.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L510181001;2;1.61;65.06;33.22;0.00;0.11;0.00;23;1.50;0.11;0.00;0.00;1.46;0.00;39.33;24.27;32.54;0.68;0.00;0.00;0.00;0.11;0.00;0.00;231;0.00;1.50;0.11;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.46;0.00;0.00;0.00;0.00;0.00;39.33;0.00;18.83;5.44;0.00;25.35;3.13;4.07;0.00;0.00;0.00;0.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;2;1.60;64.47;33.82;0.00;0.11;0.00;23;1.47;0.10;0.02;0.00;7.35;0.00;39.34;17.78;33.70;0.12;0.00;0.00;0.00;0.11;0.00;0.00;231;0.00;1.47;0.10;0.00;0.00;0.00;0.02;0.00;0.00;0.00;0.00;7.35;0.00;0.00;0.00;0.00;0.00;39.34;0.00;13.03;4.75;0.00;26.29;4.23;3.18;0.00;0.00;0.00;0.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00
L513401001;2;1.20;84.71;14.09;0.00;0.00;0.00;23;0.92;0.28;0.00;0.00;4.46;0.00;46.50;33.76;13.93;0.16;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.92;0.11;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.46;0.00;0.00;0.00;0.00;0.00;46.50;0.00;25.59;8.17;0.00;13.13;0.34;0.46;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.50;84.31;14.20;0.00;0.00;0.00;23;0.85;0.08;0.57;0.00;9.59;0.00;45.95;28.77;13.76;0.43;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;0.85;0.08;0.00;0.00;0.00;0.00;0.00;0.57;0.00;0.00;9.59;0.00;0.00;0.00;0.00;0.00;45.95;0.00;23.03;5.74;0.00;13.29;0.01;0.45;0.00;0.14;0.00;0.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L522302001;2;2.66;62.36;34.63;0.00;0.36;0.00;23;2.35;0.30;0.00;0.00;4.66;0.00;43.67;14.02;33.73;0.90;0.00;0.00;0.00;0.36;0.00;0.00;231;0.00;2.35;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.66;0.00;0.00;0.00;0.00;0.00;43.67;0.00;9.24;4.78;0.00;22.90;7.23;3.60;0.00;0.09;0.00;0.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;0.00;0.00;0.00;0.00;2;2.70;62.87;34.07;0.00;0.36;0.00;23;2.04;0.27;0.39;0.00;3.53;0.00;39.90;19.45;33.02;1.05;0.00;0.00;0.00;0.36;0.00;0.00;231;0.00;2.04;0.26;0.01;0.00;0.00;0.39;0.00;0.00;0.00;0.00;3.53;0.00;0.00;0.00;0.00;0.00;39.90;0.00;15.69;3.76;0.00;23.01;6.53;3.48;0.00;0.21;0.00;0.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.36;0.00;0.00;0.00;0.00
L532301001;2;1.96;92.35;5.69;0.00;0.00;0.00;23;1.75;0.06;0.15;0.00;3.57;0.00;70.60;18.17;5.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.75;0.00;0.06;0.00;0.00;0.15;0.00;0.00;0.00;0.00;3.57;0.00;0.00;0.00;0.00;0.00;70.60;0.00;11.56;6.62;0.00;5.05;0.32;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;1.72;92.81;5.47;0.00;0.00;0.00;23;1.41;0.00;0.31;0.00;12.91;0.00;63.82;16.09;5.04;0.43;0.00;0.00;0.00;0.00;0.00;0.00;231;0.00;1.41;0.00;0.00;0.00;0.00;0.12;0.00;0.19;0.00;0.00;12.91;0.00;0.00;0.00;0.00;0.00;63.82;0.00;12.14;3.95;0.00;4.53;0.32;0.19;0.00;0.11;0.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
L562301001;2;0.97;90.26;8.44;0.00;0.34;0.00;23;0.97;0.00;0.00;0.00;13.86;0.00;41.39;35.01;7.96;0.48;0.00;0.00;0.00;0.34;0.00;0.00;231;0.00;0.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.86;0.00;0.00;0.00;0.00;0.00;41.39;0.00;27.69;7.32;0.00;7.34;0.62;0.00;0.00;0.00;0.00;0.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.00;2;0.95;90.46;8.26;0.00;0.32;0.00;24;0.82;0.00;0.13;0.00;15.76;0.00;34.48;40.22;7.90;0.36;0.00;0.00;0.00;0.32;0.00;0.00;231;0.00;0.82;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;0.00;15.76;0.00;0.00;0.00;0.00;0.00;34.48;0.00;33.03;7.19;0.00;7.18;0.72;0.00;0.00;0.00;0.00;0.36;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.00
L574191001;2;0.73;86.21;12.85;0.00;0.21;0.00;23;0.66;0.01;0.05;0.00;21.50;0.00;37.00;27.71;11.86;0.99;0.00;0.00;0.00;0.21;0.00;0.00;231;0.00;0.66;0.01;0.00;0.00;0.00;0.05;0.00;0.00;0.00;0.00;21.50;0.00;0.00;0.00;0.00;0.00;37.00;0.00;21.95;5.76;0.00;10.97;0.42;0.47;0.00;0.78;0.00;0.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.21;0.00;0.00;0.00;0.00;2;0.77;87.10;11.97;0.00;0.16;0.00;23;0.66;0.00;0.11;0.00;26.65;0.00;30.54;29.91;11.26;0.71;0.00;0.00;0.00;0.16;0.00;0.00;231;0.00;0.66;0.00;0.00;0.00;0.00;0.11;0.00;0.00;0.00;0.00;26.65;0.00;0.00;0.00;0.00;0.00;30.54;0.00;24.14;5.77;0.00;10.60;0.28;0.38;0.00;0.54;0.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;0.00
