# Station code                            : K287191001
# Hydrological data producer              : DREAL Centre-Val de Loire
# Hydrological data extraction            : 2022-11-30
# Hydrological data source                : https://www.hydro.eaufrance.fr/
# Hydrometeorological model chain producer: Météo-France (SIM2: SAFRAN climatic reanalysis and ISBA land surface model)
# Hydrometeorological model chain version : 2022-12-31
# Hydrometeorological model chain source  : https://meteo.data.gouv.fr/
tsd_date;tsd_q_l;tsd_q_mm;tsd_val_s;tsd_val_q;tsd_val_m;tsd_val_c;tsd_val_i;tsd_prec;tsd_prec_solid_frac;tsd_temp;tsd_pet_ou;tsd_pet_pe;tsd_pet_pm;tsd_wind;tsd_humid;tsd_rad_dli;tsd_rad_ssi;tsd_swi_gr;tsd_swi_isba;tsd_swe_isba;tsd_temp_min;tsd_temp_max
19921109;10900;1.185;16;20;10;0;1;0;0;8.7;0.8;1.1;1;1.1;5.4;2537.9;931.2;0.741;0.95;0;3.6;15.2
19921110;10300;1.119;16;20;10;0;1;2.4;0;7.8;0.7;1;0.9;1.7;6.1;2983.9;299.2;0.742;0.941;0;5.8;9.2
19921111;9950;1.081;16;20;10;0;1;3.7;0.1;7.5;0.7;1.3;1;2.7;5.9;3028.9;295.1;0.744;0.939;0.02;6.5;9.6
19921112;9950;1.081;16;20;10;0;1;6.8;0.23;2.7;0.4;0.7;0.6;2;4.3;2723;487.2;0.751;0.941;0.14;1.1;4.5
19921113;12700;1.38;16;20;10;0;1;10.9;0.07;1.1;0.3;0.5;0.4;1.8;4.3;2806.8;156.8;0.765;0.986;0.44;0.9;2.3
19921114;15600;1.695;16;20;10;0;1;3;0;3;0.4;0.6;0.5;1.3;5;2905;148.6;0.766;0.992;0.08;-3.4;9.2
19921115;15600;1.695;16;20;10;0;1;12.7;0.01;7.5;0.7;1;0.8;1.6;6.3;3078.5;211.2;0.78;1.013;0.01;5.2;10
19921116;20500;2.228;16;20;10;0;1;3.2;0.29;4;0.5;0.9;0.7;1.6;4.8;2853.4;464.3;0.78;1.03;0.11;1.7;7.9
19921117;18600;2.021;16;20;10;0;1;12.7;0.55;0.6;0.3;0.7;0.5;2.8;3.9;2770.3;267.4;0.794;1.038;2.19;0.4;1
19921118;20700;2.25;16;20;10;0;1;14.3;0.04;1.4;0.3;0.6;0.5;1.9;4.1;2804;319.2;0.808;1.069;2.77;-0.6;8.2
19921119;42300;4.597;16;20;10;0;1;16.9;0;8.2;0.7;1.1;0.9;2;6.8;3179.7;187.2;0.822;1.131;0.1;2.3;9.5
19921120;51000;5.543;16;20;10;0;1;4.4;0;5.8;0.5;0.7;0.6;1.9;5.8;2971.9;141.6;0.824;1.151;0;4.2;9.3
19921121;37900;4.119;16;20;10;0;1;0.9;0;9.1;0.7;1.1;0.9;1.4;6.7;2990.8;430;0.819;1.14;0;5.7;11.1
19921122;31200;3.391;16;20;10;0;1;0;0;7.5;0.6;0.8;0.7;1;6.2;2878.9;399.1;0.814;1.114;0;6.4;9.8
19921123;27200;2.956;16;20;10;0;1;0;0;7.8;0.6;1.4;1.3;1.1;3.9;2601.2;869.1;0.809;1.087;0;3;15.9
19921124;24000;2.608;16;20;10;0;1;0;0;8.6;0.7;1.2;1;1.4;3.3;2531.2;644.1;0.801;1.062;0;3.2;16.3
19921125;21000;2.282;16;20;10;0;1;0;0;7.9;0.6;1.2;1;2.2;5;2791.5;405.9;0.797;1.042;0;5.7;12
19921126;21000;2.282;16;20;10;0;1;11.2;0;9.3;0.7;0.9;0.7;2.3;6.7;3032.6;159.5;0.806;1.05;0;7.6;11.8
19921127;22000;2.391;16;20;10;0;1;0;0;3.8;0.4;0.8;0.7;1;4.9;2685.9;485.4;0.801;1.051;0;0.2;6.6
19921128;18600;2.021;16;20;10;0;1;0;0;7;0.6;1.1;1;1.3;6;2981.3;414.8;0.796;1.035;0;4.5;10.5
19921129;17300;1.88;16;20;10;0;1;0;0;6.1;0.5;0.6;0.6;1.1;5.2;2517.9;662.7;0.791;1.019;0;3.9;12.4
19921130;15600;1.695;16;20;10;0;1;0.1;0;6;0.5;1.1;0.9;1.6;4.2;2411;835.8;0.787;1.003;0;1.4;11.7
19921201;14500;1.576;16;20;10;0;1;1;0;6.8;0.5;0.6;0.5;1.3;5.7;2951;107.6;0.785;0.991;0;5.9;7.9
19921202;14100;1.532;16;20;10;0;1;6;0;8.6;0.6;1.4;0.9;4.2;6.1;2945.1;196.3;0.789;0.988;0;6.6;9.7
19921203;14800;1.608;16;20;10;0;1;3.9;0.12;4.4;0.4;1;0.7;2.5;4.9;2829.2;452.8;0.789;0.998;0.03;1.3;6.6
19921204;15600;1.695;16;20;10;0;1;13.5;0.13;4.8;0.4;1.1;0.8;4.2;5;2953.1;122.2;0.804;1.013;0.14;1.2;6.9
19921205;23500;2.554;16;20;10;0;1;2.5;0.58;0.6;0.2;0.4;0.3;1.8;4.1;2777.6;110.2;0.802;1.034;0.96;0;1.7
19921206;19600;2.13;16;20;10;0;1;12.6;0.01;1.1;0.3;0.6;0.5;1.6;3.9;2672.1;437.5;0.814;1.035;0.7;-1.5;5.7
19921207;25100;2.728;16;20;10;0;1;2.6;0.17;4.2;0.4;1;0.7;2.5;4.9;2876.3;286.1;0.812;1.069;0.11;0.7;5.3
19921208;25100;2.728;16;20;10;0;1;4.6;0.42;1.8;0.3;0.7;0.4;4.1;4.4;2848.9;99.4;0.815;1.069;0.22;1.3;2.5
19921209;22000;2.391;16;20;10;0;1;0.6;0.61;-0.1;0.2;0.6;0.4;4.3;3.8;2673.7;228.2;0.814;1.061;0.52;-0.3;0.4
19921210;19100;2.076;16;20;10;0;1;0.1;0;-1.9;0.1;0.4;0.3;2.1;3.3;2604.8;209;0.807;1.047;0.93;-2.3;-1.6
19921211;23500;2.554;16;20;10;0;1;0.2;0.44;-3.1;0.1;0.3;0.2;1.4;3.1;2584;341;0.805;1.033;0.96;-3.8;-0.3
19921212;19600;2.13;16;20;10;0;1;12.7;0.03;1.1;0.3;0.7;0.5;1.9;4.2;2881.6;160.1;0.817;1.049;0.16;-3.7;2.8
19921213;24000;2.608;16;20;10;0;1;0;0;-0.2;0.2;0.5;0.4;1.3;3.6;2496.9;397.8;0.812;1.058;0.01;-1.6;1
19921214;20000;2.174;16;20;10;0;1;0;0;0.7;0.3;0.6;0.5;1;2.9;2169.8;811;0.809;1.044;0;-3.4;4.6
19921215;17700;1.924;16;20;10;0;1;0.7;0;5.1;0.4;1;0.8;2.4;4.7;2584.6;552.5;0.802;1.031;0;0.7;8.2
19921216;16800;1.826;16;20;10;0;1;0.4;0;6.2;0.5;1.1;0.9;2.2;5;2702.7;507.2;0.802;1.019;0;4.7;8.6
19921217;16000;1.739;16;20;10;0;1;0;0;5.5;0.4;0.7;0.6;1;5.2;2752.7;384.9;0.797;1.007;0;4.1;8.4
19921218;15200;1.652;16;20;10;0;1;0;0;5.8;0.5;1.1;0.8;2.8;4.9;2612.1;516.6;0.792;0.994;0;3;8.3
19921219;14500;1.576;16;20;10;0;1;0;0;6.5;0.5;1.2;0.9;3.4;5.1;2868.5;208;0.787;0.982;0;5.9;7.5
19921220;13400;1.456;16;20;10;0;1;0;0;5.6;0.4;0.4;0.3;0.9;5.2;2743.8;230.8;0.783;0.971;0;4.4;8.2
19921221;12600;1.369;16;20;10;0;1;0;0;4.9;0.4;0.6;0.6;0.9;5.3;2764.6;360.5;0.778;0.96;0;3;9.1
19921222;12300;1.337;16;20;10;0;1;0;0;4;0.4;0.5;0.5;0.6;5.1;2774.4;261.9;0.774;0.951;0;2.2;7.5
19921223;11800;1.282;16;20;10;0;1;0.5;0;4.4;0.4;0.4;0.3;0.3;5.4;2715.6;259.2;0.772;0.942;0;3;5.1
19921224;11400;1.239;16;20;10;0;1;0;0;4.3;0.4;0.3;0.3;0.5;5.2;2547.9;430.6;0.766;0.935;0;2.2;7.9
19921225;10900;1.185;16;20;10;0;1;0;0;2;0.3;0.6;0.6;0.4;4.5;2533.7;612;0.764;0.927;0;0.6;4.5
19921226;10600;1.152;16;20;10;0;1;0;0;0.5;0.2;0.6;0.5;1.2;4;2525;486.6;0.762;0.919;0;-0.4;2.3
19921227;10100;1.098;16;20;10;0;1;0;0;-1.1;0.2;0.7;0.6;0.9;3.6;2685.6;308.1;0.757;0.912;0;-2.1;1.4
19921228;9600;1.043;16;20;10;0;1;0;0;-4.2;0;0.7;0.6;1.5;2.6;2439.6;542.3;0.755;0.905;0;-5.2;-3.6
19921229;9300;1.011;16;20;10;0;1;0;0;-3.3;0.1;0.7;0.7;0.6;3.1;2523.2;526.7;0.752;0.899;0;-5.3;-0.3
19921230;8700;0.946;16;20;10;0;1;0;0;-1.6;0.2;0.4;0.4;0.9;2.6;2080.4;734;0.75;0.893;0;-4.4;3.5
19921231;8400;0.913;16;20;10;0;1;0;0;-3.1;0.1;0.2;0.2;0.8;2.4;1948;696.3;0.748;0.887;0;-5.1;1.9
19930101;7250;0.788;16;20;10;0;1;0;0;-6.5;0;0.4;0.3;1.3;2.1;2017.9;700.9;0.745;0.882;0;-8.1;-4.4
19930102;6700;0.728;16;20;10;0;1;0;0;-6.6;0;0.5;0.4;1.8;1.7;1836;748.3;0.742;0.876;0;-8.3;-3.3
19930103;6150;0.668;16;20;10;0;1;0;0;-10.4;0;0.2;0.2;0.8;1.3;1629.7;843.1;0.74;0.872;0;-12.3;-7.2
19930104;6150;0.668;16;20;10;0;1;0;0;-7;0;0;0;0.7;1.3;1897.7;349.8;0.738;0.867;0;-12;-2.1
19930105;6700;0.728;16;20;10;0;1;0;0;0.9;0.3;0.2;0.2;0.8;2.5;2340.9;294;0.735;0.863;0;-6.2;5.5
19930106;7250;0.788;16;20;10;0;1;0;0;4.7;0.4;1.2;1.2;0.6;4.9;3109;294.7;0.731;0.859;0;1.6;7.7
19930107;6950;0.755;16;20;10;0;1;1;0;5.2;0.5;1;0.9;0.7;5.6;3076.1;195.4;0.729;0.856;0;3.1;8
19930108;6950;0.755;16;20;10;0;1;0.4;0;4.2;0.4;1;0.9;1;5.2;2930.9;342.4;0.729;0.857;0;1.8;7.1
19930109;6950;0.755;16;20;10;0;1;0;0;3.4;0.4;0.9;0.8;0.9;4.8;2678.4;612.7;0.727;0.853;0;2.1;6.3
19930110;6400;0.696;16;20;10;0;1;0;0;5.5;0.5;0.7;0.5;1.9;4.1;2452.8;468.8;0.72;0.848;0;0.6;9.3
19930111;6150;0.668;16;20;10;0;1;0;0;8.6;0.6;1.2;0.9;2.7;4.4;2692.1;249.4;0.717;0.844;0;6.9;10.2
19930112;6700;0.728;16;20;10;0;1;4;0;7.6;0.6;0.8;0.6;1.5;4.9;2820.9;222.4;0.719;0.847;0;5.5;10.2
19930113;6950;0.755;16;20;10;0;1;0.1;0;7.1;0.6;1.3;1;1.8;5.5;2947;405.3;0.718;0.851;0;2.6;12.4
19930114;6400;0.696;16;20;10;0;1;0.6;0;6.4;0.5;0.5;0.4;1;5.6;2826.3;224.3;0.717;0.849;0;4.8;8.7
19930115;6150;0.668;16;20;10;0;1;0;0;6.2;0.5;0.2;0.2;1.6;4.7;2357.8;445.5;0.713;0.845;0;3;12.5
19930116;5900;0.641;16;20;10;0;1;0;0;5.7;0.5;0.6;0.5;1.1;4.1;2311.4;795.1;0.709;0.84;0;1.3;13.1
19930117;5600;0.609;16;20;10;0;1;0;0;3.9;0.4;0.9;0.7;1.7;3.8;2257.6;859.7;0.707;0.834;0;1.5;10.5
19930118;4890;0.531;16;20;10;0;1;0;0;1.9;0.3;0.4;0.3;0.8;3.9;2239.9;706.6;0.704;0.829;0;-1.2;6.9
19930119;5150;0.56;16;20;10;0;1;0;0;3;0.4;0.4;0.3;1.1;4.3;2602.6;250.9;0.7;0.825;0;0.8;6.4
19930120;4890;0.531;16;20;10;0;1;0;0;2.1;0.4;0.7;0.6;1.3;3.9;2358.9;743.5;0.697;0.821;0;-0.2;7.2
19930121;4890;0.531;16;20;10;0;1;0;0;2.4;0.4;0.9;0.8;0.9;4.3;2510.4;746.7;0.694;0.816;0;-0.3;7.4
19930122;4890;0.531;16;20;10;0;1;0;0;3.5;0.4;0.5;0.4;1.2;4.2;2314.3;722;0.692;0.811;0;-0.9;8
19930123;4770;0.518;16;20;10;0;1;0;0;5.6;0.5;1;0.8;1.4;5.2;2808.6;474.4;0.688;0.807;0;2.6;9.6
19930124;4770;0.518;16;20;10;0;1;1.1;0;4.9;0.5;1;0.9;1.2;5.2;2798.5;505.1;0.688;0.803;0;3.4;6.3
19930125;5150;0.56;16;20;10;0;1;3.9;0.06;2.6;0.4;0.9;0.6;3.6;4.3;2653.7;437.4;0.693;0.813;0.05;0.2;5.3
19930126;5500;0.598;16;20;10;0;1;3;1;-2;0.2;0.1;0;2.5;2.8;2139.5;736.6;0.696;0.811;0.52;-2.8;-0.4
19930127;5600;0.609;16;20;10;0;1;10;0.27;1.1;0.3;0.6;0.5;2.8;4.1;2855.4;242.4;0.711;0.833;1.53;-3.5;3.3
19930128;8150;0.886;16;20;10;0;1;0;0;3.1;0.4;0.6;0.6;1;4.7;2835.5;289;0.709;0.855;0.55;2.7;4
19930129;7850;0.853;16;20;10;0;1;0;0;2.1;0.4;0.4;0.4;0.6;4.4;2607.9;380.2;0.705;0.852;0.38;0.8;4.6
19930130;6550;0.712;16;20;10;0;1;0;0;2.1;0.4;0.3;0.3;0.8;4.1;2180.1;833.3;0.701;0.848;0.27;-1.3;5.4
19930131;5900;0.641;16;20;10;0;1;0;0;3.1;0.5;0.2;0.2;0.6;4.2;2285;636.7;0.699;0.845;0.23;1.6;6.7
19930201;5150;0.56;16;20;10;0;1;0;0;1.3;0.4;0.6;0.5;0.5;3.6;2089.8;1113.2;0.697;0.839;0.23;-1.6;7.7
19930202;5350;0.581;16;20;10;0;1;0;0;0.8;0.4;0.7;0.6;1;2.7;2086.7;1043.2;0.693;0.834;0.23;-2.1;7.3
19930203;4890;0.531;16;20;10;0;1;0;0;1.7;0.4;0.4;0.4;0.7;2.4;2134;835;0.69;0.829;0.23;-2.7;8.5
19930204;4650;0.505;16;20;10;0;1;0;0;3;0.5;0.2;0.2;1;2.2;2097;627;0.689;0.825;0.23;-0.4;9.5
19930205;4540;0.493;16;20;10;0;1;0;0;2.4;0.5;0.6;0.6;1;2.1;2064.6;979.1;0.685;0.82;0.23;-0.8;8.7
19930206;4430;0.481;16;20;10;0;1;0;0;2.2;0.5;0.7;0.6;0.8;2.3;2119.9;1036.6;0.682;0.814;0.22;-0.2;8.6
19930207;4430;0.481;16;20;10;0;1;0;0;1.2;0.4;0.8;0.7;0.7;2.3;2130.9;1058.9;0.679;0.808;0.21;-2.5;7.8
19930208;4100;0.446;16;20;10;0;1;0;0;3.6;0.6;0.7;0.6;0.6;2.9;2207.9;1024.7;0.676;0.802;0.18;-1.7;11.4
19930209;4650;0.505;16;20;10;0;1;0;0;3.7;0.6;0.3;0.3;0.7;4.5;2567.6;369.1;0.674;0.798;0.16;1.5;6.1
19930210;4430;0.481;16;20;10;0;1;0;0;4.6;0.6;0.8;0.7;1;4.5;2436.3;887.6;0.669;0.794;0.07;2.1;10.2
19930211;4430;0.481;16;20;10;0;1;0;0;3;0.5;0.6;0.5;1;4;2177.4;965.8;0.666;0.789;0.02;-0.3;9.3
19930212;4320;0.469;16;20;10;0;1;0;0;3.1;0.6;1;0.9;0.8;2.8;2084.7;1312.9;0.664;0.782;0.01;-1.3;11
19930213;3990;0.434;16;20;10;0;1;0;0;3.1;0.6;1.3;1.1;1;2.6;2078.4;1331.6;0.663;0.775;0;-0.7;10.8
19930214;3780;0.411;16;20;10;0;1;0;0;2.5;0.5;1;0.9;0.6;2.5;2041.8;1352.1;0.657;0.768;0;-1.7;10.3
19930215;3280;0.356;16;20;10;0;1;0;0;0.9;0.4;1.3;1.1;1.6;2.5;1940.9;1375.8;0.654;0.762;0;-2.7;7.3
19930216;3580;0.389;16;20;10;0;1;0.1;0.12;-0.9;0.3;0.6;0.4;2.2;3.2;2248.2;903.4;0.654;0.757;0.04;-4.8;3.4
19930217;3890;0.423;16;20;10;0;1;1.8;0.68;-0.9;0.3;0.5;0.4;2.1;3.5;2608.9;641.2;0.655;0.755;0.37;-2.9;0.7
19930218;3990;0.434;16;20;10;0;1;0;0;0.5;0.4;0.5;0.4;2;3.8;2494.4;860.3;0.654;0.758;0.23;-0.2;2.4
19930219;3990;0.434;16;20;10;0;1;1.3;0.46;-0.5;0.3;0.3;0.3;1.4;3.6;2558.3;420.6;0.654;0.757;0.24;-2.5;1.2
19930220;3890;0.423;16;20;10;0;1;0.6;0.8;-0.9;0.3;0.4;0.3;1.7;3.1;2288;916.5;0.652;0.755;0.33;-2.9;1.4
19930221;3990;0.434;16;20;10;0;1;8;0.9;-2.1;0.2;0.3;0.3;1.8;3.2;2591.8;288.7;0.668;0.759;4.44;-3.2;-0.2
19930222;3580;0.389;16;20;10;0;1;2.9;0.97;-3.9;0.1;0.3;0.2;2.7;2.7;2398;625.1;0.669;0.76;8.05;-5;-2.4
19930223;3580;0.389;16;20;10;0;1;1.8;0.97;-5.7;0;0.2;0.1;3;2.4;2251.3;660.1;0.672;0.759;10.39;-5.9;-4.4
19930224;3580;0.389;16;20;10;0;1;0;0;-9.2;0;0;0;2.6;1.6;1740.4;1204.5;0.671;0.757;10.6;-11.9;-5.8
19930225;3480;0.378;16;20;10;0;1;0;0;-8;0;0;0;1.6;1.7;1736;1429.6;0.669;0.756;10.36;-12.1;-3
19930226;3380;0.367;16;20;10;0;1;0.3;0.61;-4;0.1;0;0;1;2.2;1922.3;1215.9;0.669;0.758;9.53;-9.7;1.2
19930227;3990;0.434;16;20;10;0;1;2.1;0.97;-1.5;0.3;0;0;1.3;3;2284.8;601.6;0.671;0.76;9.14;-3.7;2.6
19930228;3780;0.411;16;20;10;0;1;2.8;0.97;-5.1;0;0.4;0.3;3.5;2.6;2543.9;147.6;0.675;0.76;12.09;-5.6;-4.8
19930301;3190;0.347;16;20;10;0;1;0.1;0;-5.2;0;0.3;0.2;1.5;2.6;2509.3;408.9;0.674;0.758;13.08;-6.4;-3.5
19930302;3380;0.367;16;20;10;0;1;0;0;-1.3;0.3;0;0;0.7;3.3;2452.2;426.7;0.673;0.757;12.86;-5.1;1.3
19930303;3580;0.389;16;20;10;0;1;0.2;0.19;-1.5;0.3;0.3;0.2;2.8;3.4;2545.2;360.8;0.671;0.757;12.58;-2.3;-0.9
19930304;3380;0.367;16;20;10;0;1;0;0;-3.8;0.1;0.2;0.1;2.9;2.7;2303.2;934.8;0.669;0.756;12.41;-3.9;-3
19930305;3190;0.347;16;20;10;0;1;0;0;-4.9;0.1;0.1;0.1;2.8;2.3;2059.2;1428.3;0.666;0.755;12.04;-8.3;-0.3
19930306;3100;0.337;16;20;10;0;1;0;0;-3.2;0.1;0.2;0.2;1.6;3;2460.5;662.2;0.666;0.754;11.7;-8.8;0.2
19930307;3580;0.389;16;20;10;0;1;0;0;1.1;0.6;0.8;0.5;3.2;4;2505;1326.6;0.663;0.766;6.59;-0.8;4.7
19930308;3780;0.411;16;20;10;0;1;0;0;-0.2;0.4;0.6;0.6;0.8;3.1;2378.2;1406.4;0.659;0.776;2.68;-4.6;4.4
19930309;3890;0.423;16;20;10;0;1;0;0;2.4;0.7;0.8;0.7;1.2;3.3;2296.8;1372.7;0.656;0.777;1.06;-0.7;8.6
19930310;3780;0.411;16;20;10;0;1;0;0;2.2;0.7;1.6;1.4;1.3;2.9;2085.1;1854;0.653;0.772;0.48;-3.8;10.2
19930311;3580;0.389;16;20;10;0;1;0;0;2.9;0.8;1.9;1.6;1.1;3.2;2204.8;1767.6;0.649;0.766;0.16;-2.8;11.2
19930312;3580;0.389;16;20;10;0;1;0;0;3.4;0.8;2;1.5;2.1;3.4;2285.9;1471.4;0.645;0.758;0.03;-2.3;11.2
19930313;3580;0.389;16;20;10;0;1;0;0;3.8;0.9;2.2;1.7;2.5;3.9;2360.7;1549.9;0.642;0.752;0;1;8.3
19930314;3580;0.389;16;20;10;0;1;0;0;5;1;2.1;1.7;2.1;4.2;2449.1;1351.3;0.637;0.745;0;0.7;11.3
19930315;3280;0.356;16;20;10;0;1;0;0;5.8;1.1;2.1;1.8;1.6;4.6;2551.9;1392.7;0.634;0.738;0;1.5;12.7
19930316;3380;0.367;16;20;10;0;1;0;0;7.1;1.2;2;1.7;1.2;5.2;2575.4;1386.6;0.629;0.731;0;2.3;13.2
19930317;3380;0.367;16;20;10;0;1;0;0;8.2;1.4;1.8;1.6;1.4;5;2581.3;1179.7;0.623;0.724;0;3.7;15.2
19930318;3190;0.347;16;20;10;0;1;0;0;9.4;1.5;2.6;2.3;1.2;4.4;2436.8;1821.6;0.618;0.714;0;3.4;18.4
19930319;3190;0.347;16;20;10;0;1;0;0;7.3;1.3;1.5;1.4;1.2;5.1;2477.2;1217.6;0.612;0.706;0;3.2;13.2
19930320;2910;0.316;16;20;10;0;1;0.1;0;10.2;1.6;1.2;1.1;1.1;4.5;2444.3;1037.5;0.607;0.701;0;2.8;19.3
19930321;2910;0.316;16;20;10;0;1;4.4;0;9;1.5;0.5;0.4;1.1;5.8;2758.8;325.1;0.612;0.702;0;6.2;13
19930322;3190;0.347;16;20;10;0;1;2.6;0;7.7;1.4;1.3;1.2;1.3;6.6;3013.3;553.7;0.614;0.717;0;4.9;10.1
19930323;3580;0.389;16;20;10;0;1;3.2;0.26;4.6;1.1;0.6;0.5;1.4;5.3;2834.6;284.6;0.62;0.722;0.05;3.9;5.1
19930324;3580;0.389;16;20;10;0;1;0.5;0.18;1.6;0.7;0.8;0.6;2.5;4.3;2744.3;381.2;0.616;0.729;0.12;0.5;3.2
19930325;3580;0.389;16;20;10;0;1;0.6;0.81;0.1;0.6;1.3;0.8;4.6;3.4;2247.9;1597.8;0.615;0.725;0.16;-2.4;3.8
19930326;3190;0.347;16;20;10;0;1;0.3;0.45;-2.1;0.3;0.7;0.4;3.8;3;2346.2;1149.3;0.615;0.723;0.5;-3.2;-0.9
19930327;3000;0.326;16;20;10;0;1;0.3;0.39;-1.7;0.4;0.9;0.6;2.4;2.3;1969.2;1837.7;0.615;0.721;0.2;-6.2;3.7
19930328;2820;0.306;16;20;10;0;1;0;0;-1;0.5;1.3;1.1;1.4;2.2;1916.2;1463;0.609;0.717;0;-5.5;4.7
19930329;2650;0.288;16;20;10;0;1;0;0;1.4;0.7;2;1.6;1.6;2.6;1984.8;1797;0.606;0.711;0;-4.7;6.4
19930330;2820;0.306;16;20;10;0;1;0;0;6.5;1.4;2.1;1.9;0.8;4.1;2433.8;1594.7;0.605;0.704;0;0.3;13.4
19930331;2740;0.298;16;20;10;0;1;0;0;10.4;1.9;3;2.5;1.9;4.3;2491.6;1680.4;0.596;0.694;0;3.2;19.3
19930401;2820;0.306;16;20;10;0;1;7.6;0.22;3.6;1;0.9;0.7;2.4;4.7;2863.4;341;0.609;0.701;0.21;2;5.8
19930402;3190;0.347;16;20;10;0;1;0.5;0.43;1.5;0.8;0.9;0.6;2.8;3.7;2409.4;1112.9;0.609;0.711;0.36;-0.3;4
19930403;3190;0.347;16;20;10;0;1;4.4;0.21;3;1;1;0.9;1;3.7;2400.9;1630.2;0.617;0.71;0.18;-1.6;7.3
19930404;3190;0.347;16;20;10;0;1;0.4;0.06;3.4;1;2.3;1.7;2.3;3.7;2513.5;1545.9;0.611;0.719;0.14;1.5;7
19930405;3190;0.347;16;20;10;0;1;7;0;4;1.1;1.1;0.8;2;4.6;2821.9;385.4;0.624;0.722;0.01;-0.5;8.9
19930406;4540;0.493;16;20;10;0;1;11.2;0;9.3;1.8;3.2;2.3;3.6;6.7;3014.6;1334.5;0.641;0.752;0;6.4;10.8
19930407;10000;1.087;16;20;10;0;1;12.4;0;9.3;1.8;2.3;1.8;2.6;7.1;3171.7;814.5;0.664;0.8;0;8.3;11
19930408;12000;1.304;16;20;10;0;1;0.3;0;8.8;1.8;1.8;1.5;1.7;6.9;3090.4;687.1;0.656;0.814;0;7.6;10.7
19930409;8500;0.924;16;20;10;0;1;4.8;0;10.1;2;1.3;1.1;1.3;6.2;2844.9;689.1;0.661;0.814;0;5.7;16.8
19930410;8300;0.902;16;20;10;0;1;2.8;0.01;7.7;1.7;2.8;2.4;1;5.4;2668.7;1743;0.661;0.82;0;4.8;15.3
19930411;7850;0.853;16;20;10;0;1;2.5;0.05;3.7;1.2;1.5;1.2;1.7;4.7;2769.3;838.4;0.663;0.821;0.01;1.5;6.7
19930412;8000;0.869;16;20;10;0;1;3.8;0.58;4.1;1.2;1.4;1.3;1;4.3;2649.7;1341;0.667;0.818;0.12;0.9;9.8
19930413;8400;0.913;16;20;10;0;1;0.4;0.13;3.9;1.2;1.7;1.5;1.3;4.5;2616.7;1268.4;0.662;0.822;0.05;0.7;8.5
19930414;7400;0.804;16;20;10;0;1;1.9;0.03;5.3;1.4;2;1.7;1;4.7;2572.9;1406.6;0.663;0.815;0;2.1;10
19930415;7250;0.788;16;20;10;0;1;6.1;0.02;5;1.4;2;1.6;1.9;5.4;2814.6;1152.9;0.67;0.824;0;2.8;7.9
19930416;7250;0.788;16;20;10;0;1;0.1;0;4.9;1.4;1.8;1.3;2.6;5.2;2746.5;970.3;0.664;0.828;0;3.9;7.2
19930417;6950;0.755;16;20;10;0;1;0;0;6;1.5;3;2.5;1.7;4.8;2527.2;1970.8;0.659;0.817;0;2.5;10
19930418;6150;0.668;16;20;10;0;1;0;0;7.9;1.8;2.9;2.7;0.7;5.8;2713.7;1828.4;0.652;0.805;0;3.5;12.9
19930419;5550;0.603;16;20;10;0;1;0;0;10.3;2.2;3.1;2.9;0.7;5.8;2628.8;2009.5;0.643;0.792;0;3.3;16.7
19930420;5350;0.581;16;20;10;0;1;0;0;13;2.6;3.9;3.2;2.3;4.1;2454.5;1931.1;0.634;0.774;0;7;20.6
19930421;4890;0.531;16;20;10;0;1;0;0;11.2;2.3;3.4;2.5;3.5;3.1;2417.7;1098.1;0.626;0.761;0;6.8;15.8
19930422;4770;0.518;16;20;10;0;1;10.9;0;8.3;1.9;0.9;0.8;1.5;5.3;2872.4;321.4;0.644;0.776;0;7.4;9.3
19930423;6850;0.744;16;20;10;0;1;0;0;11;2.3;3;2.1;4;5.6;2524.8;1292.3;0.637;0.787;0;6.8;15.3
19930424;6000;0.652;16;20;10;0;1;6.7;0;8.4;2;2;1.4;4.3;5.7;2791.1;625.1;0.644;0.784;0;5.6;12.1
19930425;6150;0.668;16;20;10;0;1;2.4;0.03;5.4;1.5;1.1;0.8;3;5.4;2902.4;366.4;0.645;0.8;0;3.6;9
19930426;6400;0.696;16;20;10;0;1;17.4;0;6.2;1.6;1.7;1.3;2.8;5.6;2878.9;759.5;0.677;0.824;0;3.2;7.6
19930427;12500;1.358;16;20;10;0;1;0.1;0;9.9;2.2;1.4;1.2;1.8;7.4;2877.9;777.4;0.667;0.862;0;5.5;13.9
19930428;12000;1.304;16;20;10;0;1;0;0;9.5;2.2;0.9;0.7;1.9;6.5;2698.2;571.6;0.658;0.856;0;9.1;11.5
19930429;9150;0.994;16;20;10;0;1;2.8;0;8.5;2;1.8;1.6;0.7;6;2924.7;911.5;0.659;0.85;0;4.3;13.7
19930430;8300;0.902;16;20;10;0;1;1.5;0;8.8;2.1;1.9;1.7;0.9;6.6;2948.8;966.6;0.656;0.851;0;6.6;11.3
19930501;7700;0.837;16;20;10;0;1;4.2;0;9.6;2.2;2.5;2.4;0.7;6.7;2875;1461.6;0.661;0.849;0;7.1;13.8
19930502;8350;0.907;16;20;10;0;1;6.1;0;8.3;2;1.4;1.2;1.7;7;3138.1;458.1;0.666;0.861;0;7.7;9.1
19930503;9100;0.989;16;20;10;0;1;0.1;0;9.1;2.2;2.6;2.2;1.8;7.4;3029.4;1295.5;0.659;0.866;0;8;11.4
